Product Name,Product Details,Price,Actual Price,Discount Percentage
"Parajohn Vertical Slipcase Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag / Macbook Bag / Backpack",,149.00SAR,SAR199.00,25% OFF
Eastpak concrete 18 melange,,229.00SAR,,
"Parajohn Vertical Slipcase Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag / Macbook Bag / Backpack",,149.00SAR,SAR199.00,25% OFF
"Parajohn Vertical Slipcase Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag / Macbook Bag / Backpack",,149.00SAR,SAR199.00,25% OFF
"D-Link 8‑In‑1 USB‑C Hub With HDMI/Ethernet/Card Reader/Power Delivery, Grey",,305.00SAR,,
Canon Ink Cartridge GI-41 4544C001AA Magenta,,59.00SAR,,
Canon Ink Cartridge GI-41 4545C001AA Yellow,,59.00SAR,,
Eastpak backpack 18 black,,229.00SAR,,
"Datazone Gaming Mouse Pad ( Length :80cm /Width: 30cm/ Thikness:3.0mm), Black Blue, Large Size :80*30",,39.00SAR,,
Redragon GS550 Orpheus PC Gaming Speakers,,122.72SAR,SAR160.00,23% OFF
Datazone Thickened Gaming Mousepad,,45.00SAR,,
"Redragon GS520 Anvil RGB Desktop Speakers, 2.0",,152.10SAR,SAR170.00,10% OFF
ASUS NBK 14  CI7-1065G7 512/8 X415,,"2,299.00SAR","SAR2,999.00",23% OFF
"Norton 360 For Gamers 50GB Ar 1 User For 3 Devices For 1 Year Antivirus, Multicolour",,88.00SAR,,
"D-Link 5-Port USB Hub, Black",,174.00SAR,,
"Norton Security Deluxe 3.0 Antivirus For 5 Devices, Yellow/Blue",,89.00SAR,,
"Norton Lifelock Antivirus Plus 1 Device, Multicolour",,75.00SAR,,
Aerocool Mirage ARGB Mid Tower Case,,300.14SAR,SAR350.00,14% OFF
Twisted Minds Trident-03 Mid Tower Gaming Case - Black,,289.00SAR,SAR320.00,9% OFF
Twisted Minds Bullet-07 Mid Tower Gaming Case - Black,,518.00SAR,SAR610.00,15% OFF
Twisted Minds Killstreak-03 Mid Tower Gaming Case - Black,,270.00SAR,SAR320.00,15% OFF
Twisted Minds Trinity-03 Mid Tower Gaming Case - Black,,219.00SAR,SAR310.00,29% OFF
Twisted Minds Manic Shooter-03 Mid Tower Gaming Case - Black,,270.00SAR,SAR310.00,12% OFF
WILD CRAFT SLEEV CORP 38CM,,49.00SAR,SAR59.00,16% OFF
"Choetech USB C To HDMI Adapter, Black",,135.00SAR,,
"Eureka Ergonomic 3-Port USB 3.0 Hub, SD Card Reader With Mouse Bungee",,152.10SAR,SAR200.00,23% OFF
Generic Wooden Laptop Bamboo Table With Two Usb Cooling Fan [Saf],,99.00SAR,,
"Phocar Portable Laptop Stand, Adjustable Tablet Notebook Stand For Ipad, Macbook Pro, Laptop Desk Riser Foldable Notebook Cooling Stand For Macbook, Dell, Asus, Lenovo Etc. – Gray",,64.15SAR,,
Sandisk Cruzer Blade USB Flash Drive Black,,69.00SAR,SAR99.00,30% OFF
Generic Comfortable Wrist Support Mouse Pad Black,,41.50SAR,SAR47.00,11% OFF
Generic Mouse Pad With Gel Wrist Black,,40.50SAR,SAR45.00,10% OFF
Generic Mouse Pad Black,,37.00SAR,,
WD My Passport External Hard Drive 1TB Black,,230.00SAR,,
Generic Mouse Pad With Wrist Support Black,,37.00SAR,,
"HP 123 Tri-color Ink Cartridge, Cyan/Magenta/ Yellow - F6V16AE",,93.00SAR,,
SanDisk SDCZ61-016G-G35 16 GB USB 2.0 Cruzer Spark Flash Drive,,50.00SAR,,
Sandisk 128 GB Cruzer Blade USB Flash Drive - SDCZ50-128-B35,,75.00SAR,,
Energizer Dual USB Flash Drive 32 Gb,,59.00SAR,SAR142.60,58% OFF
Generic Comfortable Wrist Support Mouse Pad Black,,54.50SAR,SAR73.00,25% OFF
Generic Silicone Mouse Pad With Wrist Support Black,,73.50SAR,SAR111.00,33% OFF
Generic Table Desk Adjustable Laptop Stand Desk With Cooling Holes Mouse Board For Bed Sofa,,129.00SAR,,
"Generic Foldable Laptop Stand, Adjustable Height, Monitor Riser, Compact And Portable Holder For Mac Books",,65.00SAR,,
SanDisk Ultra microSDXC Micro SD Card 120MB/s Memory Card 256GB Red/Grey,,130.00SAR,,
