Product Name,Product Details,Price,Actual Price,Discount Percentage
Tchibo Gold Selection Coffee 50g,,13.10SAR,,
Carrefour Instant Coffee Mild Arabia 250g,,17.50SAR,,
Nada - Iced Coffee Espresso 250ml,,8.50SAR,,
Baja coffee latte 20g,,4.10SAR,,
Kif Almosafer Instant Arabic Coffee with Saffron 5g × 12,,29.00SAR,SAR34.00,14% OFF
Illy Capsules Espresso Forte Roast 52g,,34.95SAR,,
Nescafe Dolce Gusto Lungo Capsules 112g,,42.50SAR,,
Fanjan Al Arab Instant Arabic Coffee 30g x5,,18.85SAR,SAR20.95,10% OFF
Alkhair Golden Blend Instant Saudi Coffee 30g x10,,54.95SAR,,
Dunkin' Donuts - Midnight Dark Roast Coffee 311g - Imported,,69.95SAR,,
Alkhair Instant Saudi Coffee With Saffron 30g x10,,54.95SAR,,
Hamwi Cafe Mocha 500g,,40.50SAR,,
Carrefour Selection 10 Caps Cafe Doux,,13.95SAR,,
Baja Arabic Coffee Cloves 550g,,65.95SAR,,
Al Khair Arabic Coffee 15gx4,,54.95SAR,,
Tchibo Gold Selection Instant Coffee 200g,,40.85SAR,,
Finjan Al-Arab Instant Arabic Coffee With Cardamom 17g x10,,40.20SAR,SAR42.45,5% OFF
Finjan Al Arab Instant Emirates Coffee With Cardamom 17g x10,,40.20SAR,SAR42.45,5% OFF
Baja Mix Latte Instant Coffee 20g X Pack Of 8,,31.95SAR,,
NADA ICED COFFEE CARAMEL 250ML,,8.50SAR,,
Baja Mocha Instant Coffee 23g X Pack Of 8,,31.95SAR,,
Cofique Iced -Biscuit Flavoured- Coffee 24g X10,,38.50SAR,,
Cofique Iced Arabic Coffee 24g X10,,38.50SAR,,
Carrefour Arabica Aroma Decaf Coffee 250g,,15.95SAR,,
Finjan Al Arab Safron Saudi Coffee 17g X10,,40.20SAR,SAR42.45,5% OFF
Carrefour Arabic Coffee Original 450g,,26.95SAR,,
Carrefour Arabic Dark Roast Coffee 250g,,15.95SAR,,
Segafredo Zanetti Intermezzo Ground Coffee  250g,,22.50SAR,,
Segafredo Emozioni Ground Coffee 100% Arabica 250g,,27.95SAR,,
